"","player.name","player.name.GK","possession_team.name","play_pattern.name","shot.statsbomb_xg","shot.first_time","location.x","location.y","DistToGoal","DistToKeeper","AngleToGoal","AngleDeviation","avevelocity","DefendersInCone","InCone.GK","under_pressure","goal","shot.type.name_Free.Kick","shot.type.name_Open.Play","shot.type.name_Penalty","shot.technique.name_Half.Volley","shot.technique.name_Lob","shot.technique.name_Normal","shot.technique.name_Volley","shot.body_part.name_processed_Head","shot.body_part.name_processed_Other","shot.body_part.name_processed_Stronger.Foot","shot.body_part.name_processed_Weaker.Foot"
"103","Thierry Henry","Kasey Keller","Arsenal","Regular Play",0.48423856,0,112.4,46.1,1.05714257761448,1.96853884053319,2.19613154915288,0.00424155847332522,-0.0361768519817644,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
"104","Robert Pirès ","Kasey Keller","Arsenal","Regular Play",0.7586793,1,115.1,37.8,0.582657383998517,0.674255655569545,1.37027790358127,2.23611756044167,-0.0711433545977763,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1
"105","Thierry Henry","Kasey Keller","Arsenal","From Free Kick",0.020514661,1,92.7,50.1,3.15761334671184,0.431504344674026,1.15059013145462,0.749132425795569,-0.0237526226834573,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"106","Fredrik Ljungberg","Kasey Keller","Arsenal","Regular Play",0.028559837,0,98.2,29.8,2.61086618297397,0.462174818490462,1.42101701939501,1.33448191387966,0.664820198448082,1,2,0,1,0,1,0,0,0,1,0,0,0,1,0
"107","Ray Parlour","David James","Arsenal","From Free Kick",0.048389938,1,96.7,42.6,2.54321725823053,0.756187940545127,0.3608406970201,0.933025231481484,0.000635735376654975,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"108","Gilberto Aparecido da Silva","David James","Arsenal","From Throw In",0.01823994,0,91.5,30.5,3.25884684968562,0.725570567384663,1.04474507153836,0.829158955567604,-0.0466094877381483,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
"109","Thierry Henry","David James","Arsenal","From Throw In",0.4160687,1,113.5,45.3,0.909790772834962,3.17789338514234,2.22116043262293,1.77932822777834,-0.077650361845327,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
"110","Gilberto Aparecido da Silva","David James","Arsenal","Regular Play",0.08117414,0,113.9,26.1,1.64664671475631,3.60236179771208,3.75768011696796,0.100020198364769,-0.0463664647664724,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
"111","Laureano Bisan-Etame Mayer","David James","Arsenal","Regular Play",0.032129373,0,98,55.1,2.89456557332545,0.980420844744805,1.95315946114187,0.310500906938853,-0.056494626067883,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"112","Robert Pirès ","David James","Arsenal","From Throw In",0.017599475,0,99.3,20.7,3.07009052947425,0.806977954764003,2.43663823533918,0.121533773018687,-0.0520495055085947,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"113","Dennis Bergkamp","David James","Arsenal","From Free Kick",0.077609465,0,100.6,40.1,2.10449474386088,0.660089040897472,0.0167373019405781,1.26864173009814,-0.0686256448000657,0,2,1,0,0,1,0,0,0,1,0,0,0,1,0
"114","Ashley Cole","David James","Arsenal","Regular Play",0.0445101,1,87,28.4,3.79448623132935,3.43240243329487,1.09758595446443,0.609633297089876,-0.0652103033650759,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"115","Robert Pirès ","David James","Arsenal","From Free Kick",0.13221711,1,105.3,46.1,1.726465645175,0.391299746935842,1.27720439618054,1.03767093611765,-0.0263266024934301,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"116","Eduardo César Daude Gaspar","David James","Arsenal","From Free Kick",0.010191088,0,86.6,40.4,3.62341397457836,0.247861308502087,0.0388851510215056,0.360830592708869,-0.0448708586695708,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"117","Thierry Henry","David James","Arsenal","From Throw In",0.022629596,0,92.2,39.5,3.0161669285042,1.20056860301122,0.0583941597087453,0.0880131805045332,-0.0542536037216809,1,2,0,0,0,1,0,0,0,1,0,0,0,0,1
"118","José Antonio Reyes Calderón","David James","Arsenal","From Counter",0.3967671,0,101.3,48.7,2.23732398947701,3.91637761218473,1.41395250483404,0.130003109945898,-0.0446238797806572,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
"119","Thierry Henry","David James","Arsenal","Regular Play",0.31695434,1,110.6,40.1,1.01974779138505,1.8141218039623,0.0345419452025063,0.0166999255516575,-0.0448260719166709,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"120","Thierry Henry","David James","Arsenal","From Throw In",0.016802229,0,98.9,23,2.93934452621678,0.648532978490132,2.20215692288495,0.343148470592229,-0.0503675090853036,1,2,1,1,0,1,0,0,0,1,0,0,0,1,0
"121","Thierry Henry","Roy Carroll","Arsenal","From Free Kick",0.11207606,0,103.1,12,3.54775052646076,0.508894012558284,3.33718735130066,1.56455836866637,0.0535888750944679,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"122","Fredrik Ljungberg","Roy Carroll","Arsenal","From Free Kick",0.17367294,0,103.1,42.7,1.85652170797805,1.76205616259496,0.51441462158106,0.1417261257379,-0.0813521106202826,0,2,1,0,0,1,0,0,0,1,0,0,0,1,0
"123","Fredrik Ljungberg","Roy Carroll","Arsenal","Regular Play",0.21148604,0,114.1,52.5,1.49942667447738,1.58112023932163,3.66852975681191,0.059948138918449,-0.0506950818547616,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"124","José Antonio Reyes Calderón","Roy Carroll","Arsenal","Regular Play",0.22699374,0,107.4,29.9,1.7517380333473,2.38771631100089,2.19406821757923,0.194325154750023,-0.0509850404916532,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"125","Thierry Henry","Roy Carroll","Arsenal","Regular Play",0.025816444,1,100.2,27.2,2.5575896766631,0.992398088850099,1.86344499332994,0.771075728398675,-0.0220131765940576,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"126","Sulzeer Jeremiah ""Sol"" Campbell","Roy Carroll","Arsenal","From Corner",0.047381524,0,112.1,39.7,0.857591276233059,0.350528824071192,0.123247057391925,0.805159194168717,0.0991234497296199,5,4,1,0,0,1,0,0,0,1,0,1,0,0,0
"127","Thierry Henry","Roy Carroll","Arsenal","From Free Kick",0.062416315,0,98,26.9,2.77755796162816,0.554234734802716,1.74390316823309,0.523465737978374,-0.0564095978477788,3,2,0,0,1,0,0,0,0,1,0,0,0,1,0
"128","Thierry Henry","Roy Carroll","Arsenal","Regular Play",0.033653863,0,102.6,35.8,1.94171998055976,0.743583925506262,0.769063401190664,0.747166215698118,-0.0736637350197749,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"129","Eduardo César Daude Gaspar","Roy Carroll","Arsenal","From Free Kick",0.03570219,0,87.3,55,3.90261890247272,0.307434116149904,1.39649180346746,1.13830274661892,-0.0125627767491145,5,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"130","Robert Pirès ","Roy Carroll","Arsenal","From Free Kick",0.017411776,0,96.1,21.9,3.25219598736213,0.783806278696255,2.10465311313973,1.19308263874454,-0.0451951734782676,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"131","Robert Pirès ","Roy Carroll","Arsenal","From Goal Kick",0.027159378,0,95.5,35.2,2.70822925702064,0.574334325848041,0.628202749969614,0.205066362105826,-0.0200326510092585,2,2,0,0,0,1,0,1,0,0,0,0,0,1,0
"132","Thierry Henry","Roy Carroll","Arsenal","Regular Play",0.021567002,0,88.4,47.4,3.52063101937337,1.32767408356271,0.746929235452252,0.363332559031454,-0.0404623006439815,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
"133","Eduardo César Daude Gaspar","Roy Carroll","Arsenal","From Corner",0.06685441,0,112.6,39.7,0.803394144059783,0.343721791156875,0.131565737743593,1.33439357159821,0.164061778430906,3,2,1,0,0,1,0,0,0,1,0,1,0,0,0
"134","Thierry Henry","Roy Carroll","Arsenal","From Corner",0.015859466,0,89.9,29.2,3.46899646451179,0.769199912856328,1.1186022650947,0.805977570248867,-0.0461003235541965,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"135","Fredrik Ljungberg","Roy Carroll","Arsenal","Regular Play",0.1231656,0,100.5,45.1,2.18646423593191,1.82658300462432,0.83062712243147,0.364499142433051,-0.0572306694886969,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
"136","Thierry Henry","Roy Carroll","Arsenal","Regular Play",0.06536072,0,104.9,29.1,2.02019091089998,0.787415536213277,2.03020552774186,0.716768014456999,-0.059812999806113,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1
"137","Gilberto Aparecido da Silva","Roy Carroll","Arsenal","From Corner",0.11518312,0,115.6,47,0.89689452497182,0.904190861729617,3.27834403726714,0.662120748049281,0.854956967292119,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"138","Dennis Bergkamp","Roy Carroll","Arsenal","Regular Play",0.013829867,0,101.3,19.3,3.02607981236384,0.606354856628093,2.71492345016237,0.537171246146567,-0.0189314187248555,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"139","Laureano Bisan-Etame Mayer","Roy Carroll","Arsenal","Regular Play",0.1922588,1,110.7,52,1.64689681569626,3.42840734171341,2.95965543272766,0.241396332088512,-0.0640036396307996,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"140","Thierry Henry","Roy Carroll","Arsenal","Regular Play",0.23742968,0,111.7,45.9,1.10466278696274,3.27442591396945,2.00657722638418,0.93803203866987,-0.0807716975708541,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"141","Ray Parlour","Jerzy Dudek","Arsenal","From Throw In",0.020705672,0,81.5,39.3,4.17708052635641,1.93707891170779,0.0590310473111486,0.00610901339414045,-0.0620216996862212,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
"142","Thierry Henry","Jerzy Dudek","Arsenal","From Free Kick",0.03000872,0,93.9,49.9,3.02810124198964,0.748650995546745,1.17720482504531,0.0735988118360847,-0.0434590968129261,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
"143","Kolo Habib Touré","Jerzy Dudek","Arsenal","From Corner",0.04434648,1,107.8,45,1.43026069032372,0.525343647964631,1.26296840224558,0.0798948908302944,-0.0643687339201359,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"144","Eduardo César Daude Gaspar","Jerzy Dudek","Arsenal","From Free Kick",0.18918699,0,113,38.6,0.77438165410852,0.165558338280297,0.640956279573301,0.484645763724897,-0.0909376252885102,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"145","Ray Parlour","Jerzy Dudek","Arsenal","Regular Play",0.038339127,1,93.9,49.2,3.00201048135908,0.856412347877755,1.10040359686478,0.0748552203575214,-0.0381616800694745,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"146","Kolo Habib Touré","Jerzy Dudek","Arsenal","From Corner",0.1329887,0,112.4,40.4,0.825571367782143,0.587352054198318,0.170740636538906,2.31589645795924,-0.0668604084549645,1,2,1,0,0,1,0,0,0,1,0,1,0,0,0
"147","Ray Parlour","Jerzy Dudek","Arsenal","Regular Play",0.021037357,0,91.5,60.5,3.80832330012054,1.84562919278341,2.0247424373507,0.265420939747445,-0.0397832903186752,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"148","Gilberto Aparecido da Silva","Jerzy Dudek","Arsenal","From Corner",0.041250654,0,111.5,35.2,1.05892209294471,0.308967462899577,1.66919798453106,1.09679341881706,-0.0724666737403855,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"149","Thierry Henry","Jerzy Dudek","Arsenal","From Free Kick",0.08391718,0,95.1,40.4,2.70144246760001,1.52110000056535,0.0521572058602314,0.605879370938804,-0.052006025903132,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"150","Robert Pirès ","Jerzy Dudek","Arsenal","Regular Play",0.048773024,0,95.6,31.7,2.79580017298645,0.869554993190758,1.06466546784453,0.492261941185378,-0.0569738361888661,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
"151","Sylvain Wiltord","Jerzy Dudek","Arsenal","Regular Play",0.022054601,0,96,31.5,2.76192326671486,0.62250663985919,1.10524239345496,0.0333712206411767,-0.0558365229200441,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"152","Thierry Henry","Jerzy Dudek","Arsenal","From Free Kick",0.02915747,0,83.1,28.7,4.18631053540543,0.72034116180673,0.964915290452,3.10521113440009,-0.0390628020697505,3,2,0,0,1,0,0,0,0,1,0,0,0,1,0
"153","Gilberto Aparecido da Silva","Ian Walker","Arsenal","From Throw In",0.012197965,0,84,41.3,3.90774147994695,0.278393432634027,0.117204209537294,0.388415333867563,-0.0424107714221965,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"154","Thierry Henry","Ian Walker","Arsenal","From Throw In",0.011760994,0,87.2,31.6,3.67289433675895,0.276690704534915,0.814069345306103,0.66356090984518,-0.0464124145381106,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"155","Fredrik Ljungberg","Ian Walker","Arsenal","Regular Play",0.053545356,0,106.4,53,2.04087985594946,1.3748871646275,2.47700949277568,0.911279036090269,-0.0621401619144204,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
"156","Thierry Henry","Ian Walker","Arsenal","From Free Kick",0.014514488,0,84.9,24.1,4.18000932122794,0.278393432634027,1.38110298344985,0.832878760964476,-0.0352271650836819,3,2,0,0,1,0,0,0,0,1,0,0,0,1,0
"157","Dennis Bergkamp","Ian Walker","Arsenal","From Free Kick",0.054044664,0,103.5,48.5,2.01342269219744,0.223815414928514,1.54461345493272,1.99562444692353,0.222446626467086,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"158","Dennis Bergkamp","Ian Walker","Arsenal","From Free Kick",0.083505765,1,99.9,44,2.22315714027708,0.223815414928514,0.637849040967219,0.21666445066203,-0.0632054232453494,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"159","Robert Pirès ","Ian Walker","Arsenal","Regular Play",0.026071616,1,95.1,24.4,3.18741654662764,0.771040840689628,1.81732261132944,1.69261744896134,-0.0465074837933839,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"160","Thierry Henry","Ian Walker","Arsenal","Regular Play",0.034550298,0,98.6,51.7,2.64572120931201,0.525343647964631,1.62459899297846,0.37466575426863,-0.0446346971092642,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"161","Fredrik Ljungberg","Ian Walker","Arsenal","From Corner",0.07210817,1,100.8,35.1,2.14952819854012,2.11750478277266,0.811359102408217,0.531429246010936,-0.0853708640699684,1,2,1,0,0,1,0,0,0,1,0,0,0,1,0
"162","Thierry Henry","Ian Walker","Arsenal","From Throw In",0.039256465,0,97.8,30,2.64124747682787,0.491894585839844,1.37425045438654,1.12017346817671,-0.0436593254776825,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"163","Robert Pirès ","Ian Walker","Arsenal","Regular Play",0.04233155,0,95.1,39.3,2.70216110721055,0.339572080187555,0.0912589253334094,0.314339280022471,-0.0513966333049045,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"164","Ashley Cole","Ian Walker","Arsenal","From Free Kick",0.10561759,1,103,38.4,1.85227010174665,0.313522511478502,0.304708548476414,0.274080889627574,-0.0742604736916759,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
"165","Gilberto Aparecido da Silva","Ian Walker","Arsenal","From Throw In",0.019895516,1,88.5,29.5,3.60188336017884,0.278393432634027,1.04474507153836,1.14446868713145,-0.0608455361319604,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"166","Gilberto Aparecido da Silva","Ian Walker","Arsenal","From Free Kick",0.0133168,0,88.1,47.1,3.54511263917595,0.276690704534915,0.711110038982505,0.579637136796797,-0.075935103023059,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"167","Kolo Habib Touré","Ian Walker","Arsenal","From Corner",0.026812715,0,106.7,38.9,1.4476791034389,0.674255655569546,0.267944436378745,3.25670483092818,-0.0803402416148637,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"168","Fredrik Ljungberg","Ian Walker","Arsenal","Regular Play",0.011057602,1,106.3,59.7,2.60296682820989,0.850320750459775,3.12738848710389,1.02953828408272,-0.0473623037826654,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"169","Patrick Vieira","Ian Walker","Arsenal","From Throw In",0.60270625,0,110.5,40.1,1.03059495099584,2.53012861014943,0.0341783727782186,0.253253660886966,-0.0662155525773305,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
"170","Thierry Henry","Ian Walker","Arsenal","From Free Kick",0.030913258,0,98.1,34.2,2.45756393396946,0.523541434598379,0.840653506091218,2.98402348536268,-0.0570041197171199,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"171","Patrick Vieira","Danny Coyne","Arsenal","From Goal Kick",0.01492144,0,94.8,59.5,3.45649075968853,0.375271163695774,2.13840644730427,0.126619573649425,-0.0345825209950854,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"172","Fredrik Ljungberg","Danny Coyne","Arsenal","From Throw In",0.16899672,1,102.5,36.1,1.94492928713188,1.07996489731715,0.71199670048472,0.354050036376039,-0.0439391541504687,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
"173","Kolo Habib Touré","Danny Coyne","Arsenal","From Corner",0.24766652,0,114.3,34.2,0.882144249159361,1.63721295698472,2.57847378925098,0.47187002706564,-0.0465929431246116,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"174","Eduardo César Daude Gaspar","Danny Coyne","Arsenal","From Corner",0.16984391,0,107.8,39.3,1.32560422139714,1.10718972763215,0.186102981562661,0.225197018078502,-0.0725654889455497,3,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"175","Thierry Henry","Neil Sullivan","Arsenal","From Corner",0.020981507,1,105.3,30.3,1.91050087838974,1.0694112412219,1.89394251856116,1.76211009396998,-0.0560922355860987,3,2,0,0,0,1,0,1,0,0,0,0,0,1,0
"176","Sulzeer Jeremiah ""Sol"" Campbell","Neil Sullivan","Arsenal","From Corner",0.035099592,0,98,40.7,2.38771646743227,0.436945976364586,0.103280870855876,1.73075824234244,-0.059064271362354,3,1,1,0,0,1,0,0,0,1,0,0,0,0,1
"177","Thierry Henry","Neil Sullivan","Arsenal","Regular Play",0.02902376,1,110.6,19.7,2.42672571765069,1.15727610184502,3.69236697390598,0.362895906353918,-0.0502588846171189,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
"178","Patrick Vieira","Neil Sullivan","Arsenal","From Counter",0.2837439,1,107,33.8,1.56237973680878,2.10967912193882,1.44499675669499,0.314054685600474,-0.0637181490608438,0,2,0,1,0,1,0,0,0,1,0,0,0,0,1
"179","Eduardo César Daude Gaspar","Neil Sullivan","Arsenal","From Throw In",0.017667737,0,91.9,40.5,3.04870502317174,0.95749811331243,0.0577708667788577,2.00560719697568,-0.0497521244931557,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"180","Eduardo César Daude Gaspar","Neil Sullivan","Arsenal","From Corner",0.1898611,0,114,47.6,1.05038653345047,1.57062430379514,2.93049889500015,2.23318532032887,-0.0714230251383498,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
"181","Dennis Bergkamp","Neil Sullivan","Arsenal","From Free Kick",0.08652462,0,99.1,74.6,4.38492717664534,1.39434166718491,3.33605751870212,2.07088016065967,-0.0637759485724234,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
"182","Robert Pirès ","Neil Sullivan","Arsenal","From Throw In",0.01795536,0,97,57.4,3.12852306647546,0.827220603585039,2.10300073917617,0.225377746787875,-0.0383083990763792,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"183","Kolo Habib Touré","Neil Sullivan","Arsenal","From Corner",0.035453092,0,110.7,40.4,1.00977503527236,0.462174818490462,0.139572700145895,0.0624203380882094,-0.0900628575793537,2,1,1,0,0,1,0,0,0,1,0,1,0,0,0
"184","Gilberto Aparecido da Silva","Neil Sullivan","Arsenal","From Throw In",0.0739615,0,100.8,53.7,2.55862468648932,1.71558153754558,2.012390276895,0.034386914146393,-0.0530194235041511,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"185","Gilberto Aparecido da Silva","Neil Sullivan","Arsenal","From Free Kick",0.18137228,0,112,51.5,1.51965561322396,2.09145601234368,3.12690550847671,0.485960584656538,-0.0833728099843873,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"186","Patrick Vieira","Neil Sullivan","Arsenal","From Corner",0.08822397,0,111.5,42.7,0.967460270018617,0.806977954764003,0.998690495736195,1.47882375028403,-0.0823509692748711,3,2,1,0,0,1,0,0,0,1,0,1,0,0,0
"187","Thierry Henry","Jussi Jääskeläinen","Arsenal","Regular Play",0.01142557,0,91.9,34.2,3.11247746385734,0.674255655569546,0.660931139022133,2.49956353148003,-0.0518395930267069,0,2,1,0,0,1,0,0,0,0,1,0,0,1,0
"188","Fredrik Ljungberg","Jussi Jääskeläinen","Arsenal","From Throw In",0.012882071,0,86.9,46.6,3.66129409807936,0.399664350994874,0.639069548039852,0.520915783399531,-0.0410268264786911,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"189","Dennis Bergkamp","Jussi Jääskeläinen","Arsenal","From Throw In",0.21116275,1,99.9,47.7,2.33491726237318,2.15861663423652,1.18790512144654,0.242013870170583,-0.0643343410137566,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"190","Fredrik Ljungberg","Jussi Jääskeläinen","Arsenal","Regular Play",0.070109926,0,108.9,45.3,1.33431942920336,0.936539389439791,1.44646303130045,1.90680497461922,-0.0781467088198551,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"191","Gilberto Aparecido da Silva","Jussi Jääskeläinen","Arsenal","Regular Play",0.036043156,0,92.8,43.9,2.98076818267639,0.350528824071192,0.462420167674248,1.08162460703761,-0.0480215580024043,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"192","Fredrik Ljungberg","Jussi Jääskeläinen","Arsenal","From Counter",0.35730493,1,106.5,45.6,1.5854448364158,1.48398673966715,1.27678561814221,0.805080114728644,-0.0481214110197098,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
"193","Robert Pirès ","Jussi Jääskeläinen","Arsenal","From Counter",0.35244408,1,109.5,37.7,1.16602141711781,1.1993871345246,0.700202720936163,0.638596534502944,-0.0689744749343959,2,2,0,1,0,1,0,1,0,0,0,0,0,1,0
"194","Thierry Henry","Jussi Jääskeläinen","Arsenal","From Free Kick",0.02556449,0,102.7,56.3,2.57843912812135,0.528929653061447,2.45362881904991,0.515853366010037,-0.0608656837538896,2,2,0,0,0,1,0,0,0,1,0,0,0,0,1
"195","Ray Parlour","Shaka Hislop","Arsenal","Regular Play",0.016823834,0,96.6,55.6,3.05075003357386,0.92230234844971,1.90928287057665,0.89801755415999,-0.0511489606680756,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"196","Thierry Henry","Shaka Hislop","Arsenal","From Free Kick",0.021060819,0,82.6,30.7,4.18061453731342,0.431504344674026,0.791374797583123,0.833794167165843,-0.0109345084475714,5,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"197","Thierry Henry","Shaka Hislop","Arsenal","Other",0.76,0,107.7,40,1.33427533331845,0.215203881304934,0,0,-0.0296646314646049,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
"198","Patrick Vieira","Shaka Hislop","Arsenal","From Throw In",0.019594813,0,88.8,46.7,3.46166163601553,0.574334325848041,0.686855190735427,0.157257821981313,-0.0383338491261814,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"199","Dennis Bergkamp","Shaka Hislop","Arsenal","From Counter",0.059171405,1,105.4,46.6,1.73808174382716,0.737841878759771,1.37857854054972,1.12370136025236,-0.0730779025237125,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
"200","Thierry Henry","Shaka Hislop","Arsenal","Regular Play",0.029715339,0,94.4,47.1,2.88185378751617,0.374009744450398,0.87847361619626,0.278953114511669,-0.0467973577977695,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"201","Ray Parlour","Shaka Hislop","Arsenal","Regular Play",0.040514223,1,99.6,54.6,2.72129806512334,0.465232237618889,2.01699993220791,1.29326007393359,-0.0582314064382934,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"202","Dennis Bergkamp","Shaka Hislop","Arsenal","Regular Play",0.18028641,0,116.3,31,1.05558304082366,2.25686796264206,3.83396672606364,0.0818965953629161,-0.0781906001594013,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
"203","Dennis Bergkamp","Shaka Hislop","Arsenal","From Goal Kick",0.17819732,0,111.6,29.2,1.48420287352747,0.806977954764003,2.95402794211501,0.115002994887911,-0.0371717801537655,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
"204","Eduardo César Daude Gaspar","Shaka Hislop","Arsenal","From Free Kick",0.039753594,0,110.4,63.1,2.7136117762809,0.469277811483552,3.82156118802912,0.417618673794587,-0.0386825787744837,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"205","Patrick Vieira","Shaka Hislop","Arsenal","From Corner",0.06505188,0,112.1,38.2,0.878936927227106,0.440178666378084,0.727419418405709,0.551537514990523,-0.0729874799007514,3,2,1,0,0,1,0,0,0,1,0,1,0,0,0
"206","Thierry Henry","Shaka Hislop","Arsenal","From Free Kick",0.08435909,0,94.8,39.6,2.73398162012704,0.28344025015326,0.0515363916428701,0.536750563512297,-0.0408022182528849,4,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"207","Thierry Henry","Shaka Hislop","Arsenal","From Free Kick",0.09463678,0,111.8,38,0.915592657579483,0.247861308502087,0.776800635159621,0.962317275467348,-0.0866481233266506,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
"208","Ray Parlour","Shaka Hislop","Arsenal","From Corner",0.04769755,1,101.4,53.3,2.48044100417195,0.253516666760892,2.01564137491422,0.994587897846706,-0.0454965014009025,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"209","Kolo Habib Touré","Shaka Hislop","Arsenal","From Corner",0.4232646,1,116.5,43.6,0.54466161405645,0.771040840689627,2.5959694409902,0.955966839114244,-0.0763636578954361,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"210","Sulzeer Jeremiah ""Sol"" Campbell","Shaka Hislop","Arsenal","From Free Kick",0.16293365,0,113,37.2,0.817838178473157,0.262671823982315,1.23552906667877,1.95667025350875,-0.0776338567480258,1,2,1,0,0,1,0,0,0,1,0,1,0,0,0
"211","Thierry Henry","Shaka Hislop","Arsenal","From Throw In",0.1409315,0,111.8,39.5,0.891168977685601,1.20056860301122,0.197746955163454,0.296797889342139,-0.0854572422593959,1,2,1,0,0,1,0,0,0,1,0,1,0,0,0
"212","Thierry Henry","Antti Mikko Niemi","Arsenal","From Throw In",0.011963927,0,89,32.7,3.45478812187651,0.677053408896546,0.750950289131131,0.732334932493507,-0.00963195887356485,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"213","Kolo Habib Touré","Antti Mikko Niemi","Arsenal","Regular Play",0.036280803,0,103,52.5,2.28898164394871,1.15236543145343,2.05871319430623,0.35071818086774,-0.0739433762076391,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0
"214","Ray Parlour","Antti Mikko Niemi","Arsenal","From Throw In",0.014829985,0,90.9,51.2,3.38243392710592,0.608688495233532,1.19298508243829,1.10631944226222,-0.0454242328064034,1,2,1,0,0,1,0,0,0,1,0,0,0,1,0
"215","Thierry Henry","Antti Mikko Niemi","Arsenal","From Counter",0.030282678,0,99.2,23.3,2.89358972627416,0.783806278696257,2.19663119374744,0.141341663632851,-0.0467487196859636,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
